datasetKey	searchQuery	publisherKey	title	publisher	datasetCategory
cf633c2d-7006-4bc9-bff3-1b8a0c1124c9	percentNN_1_countNN_74_distanceNN_0.34	NA	Diversidad de briófitos, liquenes y hongos en las zonas de enriquecimiento del gasoducto Jobo-Majaguas y San Mateo-Mamonal, departamento de Sucre	dbc2ab56-d499-403c-8db5-c1a49cd0b75f	Gridded
336137d9-a446-4033-90d8-11bfad870e32	percentNN_0.3016_countNN_136_distanceNN_0.04	NA	Monitoreo de fauna silvestre en el Proyecto Vial 4G Bucaramanga-Barrancabermeja-Yondó (BBY)	8e6bc843-c1b4-4b10-b546-881f06049004	Gridded
dcb5f313-ff74-41d0-a276-a67e915e8207	percentNN_0.4938_countNN_40_distanceNN_0.1	NA	Inventory of the orchid plants species in the Biosphere Reserve of Pendjari and surround areas in North West Benin	63680734-f107-4746-890f-fa68834fb13e	Gridded
acfbea93-6b09-4455-a0e2-e4b1042a3b58	percentNN_0.4087_countNN_47_distanceNN_0.1	NA	Colección del Herbario de la Universidad ICESI	7d91f9bd-f6cd-48e3-ba81-3c228cf5e13a	Gridded
23cdb7f0-a1e4-4821-9986-10e92c5378e4	percentNN_0.4896_countNN_94_distanceNN_0.1	NA	Sumner, D.P. 2020, European Micropezids & Tanypezids, Published Papers Part A Occurrence Dataset	1d7ce54a-cdac-46a3-8279-f41a4a936776	Gridded
23cdb7f0-a1e4-4821-9986-10e92c5378e4	percentNN_0.4896_countNN_94_distanceNN_0.1	NA	Sumner, D.P. 2020, European Micropezids & Tanypezids, Published Papers Part A Occurrence Dataset	1d7ce54a-cdac-46a3-8279-f41a4a936776	Gridded
083a4342-39f7-4fe0-a03c-d14ab3b9c5e2	percentNN_0.5_countNN_182_distanceNN_0.1	NA	Condon Fossil Collection - Oregon Museum of Natural and Cultural History	0ba220e1-77cf-487a-8d91-494167240f5d	Gridded
083a4342-39f7-4fe0-a03c-d14ab3b9c5e2	percentNN_0.4918_countNN_179_distanceNN_0.1	NA	Condon Fossil Collection - Oregon Museum of Natural and Cultural History	0ba220e1-77cf-487a-8d91-494167240f5d	Gridded
05db3ca4-e534-4a91-abcd-f6bfdd2989ad	percentNN_0.6533_countNN_471_distanceNN_0.09	NA	Register of protected and endangered fungi of Poland (GREJ)	9d0b1faa-c854-4bbf-a94d-3dd1665874a5	Gridded
05db3ca4-e534-4a91-abcd-f6bfdd2989ad	percentNN_0.6505_countNN_469_distanceNN_0.09	NA	Register of protected and endangered fungi of Poland (GREJ)	9d0b1faa-c854-4bbf-a94d-3dd1665874a5	Gridded
b3b7d5c4-f73a-475b-a203-c6a1ddd040cd	percentNN_0.3516_countNN_32_distanceNN_0.03	NA	Puerto Rico Long-Term Coral Reef Monitoring Program Database Compilation	c3ad790a-d426-4ac1-8e32-da61f81f0117	Gridded
0ba1bf20-e8a7-4226-99b8-bf6a812dbfb9	percentNN_0.7959_countNN_39_distanceNN_0.1	NA	1988 - 2023 Capercaillie Annual Lek Monitoring, Raw Data	c71f0513-c95a-4e98-abad-0c222b87ec66	Gridded
0ba1bf20-e8a7-4226-99b8-bf6a812dbfb9	percentNN_0.7755_countNN_38_distanceNN_0.1	NA	1988 - 2023 Capercaillie Annual Lek Monitoring, Raw Data	c71f0513-c95a-4e98-abad-0c222b87ec66	Gridded
32fc6edb-1636-4ca6-894c-40670484f792	percentNN_0.871_countNN_54_distanceNN_0.1	NA	1999-2023 Capercaillie Annual Lek Monitoring, Summary Data	c71f0513-c95a-4e98-abad-0c222b87ec66	Gridded
32fc6edb-1636-4ca6-894c-40670484f792	percentNN_0.8387_countNN_52_distanceNN_0.1	NA	1999-2023 Capercaillie Annual Lek Monitoring, Summary Data	c71f0513-c95a-4e98-abad-0c222b87ec66	Gridded
f154e12c-b2f4-4654-9a79-822fedc7b094	percentNN_0.8676_countNN_118_distanceNN_0.1	NA	1955-2023 Capercaillie Casual Records, Scotland	c71f0513-c95a-4e98-abad-0c222b87ec66	Gridded
f154e12c-b2f4-4654-9a79-822fedc7b094	percentNN_0.8676_countNN_118_distanceNN_0.1	NA	1955-2023 Capercaillie Casual Records, Scotland	c71f0513-c95a-4e98-abad-0c222b87ec66	Gridded
d38d6841-de2a-4a16-b39e-495402d8592b	percentNN_0.8395_countNN_68_distanceNN_0.09	NA	Observations faune et flore du Parc national des Écrins	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
d38d6841-de2a-4a16-b39e-495402d8592b	percentNN_0.8395_countNN_68_distanceNN_0.09	NA	Observations faune et flore du Parc national des Écrins	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
528ad5f2-b6d4-4ea6-89a1-ddfafee4ec45	percentNN_0.3644_countNN_86_distanceNN_0.09	NA	CardObs : Observations naturalistes issues de l'outil CardObs-Noctuoidea de France métropolitaine	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
528ad5f2-b6d4-4ea6-89a1-ddfafee4ec45	percentNN_0.3644_countNN_86_distanceNN_0.09	NA	CardObs : Observations naturalistes issues de l'outil CardObs-Noctuoidea de France métropolitaine	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
b7794db8-a1e3-4b45-8908-653ac72c3b9f	percentNN_0.609_countNN_81_distanceNN_0.09	NA	Enquête nationale Écrevisses - Données d'observation d'écrevisses exotiques envahissantes en Bretagne et Pays de Loire sur la période 2014 à 2018	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
b7794db8-a1e3-4b45-8908-653ac72c3b9f	percentNN_0.609_countNN_81_distanceNN_0.09	NA	Enquête nationale Écrevisses - Données d'observation d'écrevisses exotiques envahissantes en Bretagne et Pays de Loire sur la période 2014 à 2018	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
0b5f972e-0f84-4d07-9b84-96c09e2925da	percentNN_0.366_countNN_366_distanceNN_0.09	NA	Données piscicoles et astacicoles des cours d'eau de France métropolitaine bancarisées dans ASPE (OFB) - Données acquises selon le protocole de pêche partielle par points - ASPE - OFB	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
0b5f972e-0f84-4d07-9b84-96c09e2925da	percentNN_0.363_countNN_363_distanceNN_0.09	NA	Données piscicoles et astacicoles des cours d'eau de France métropolitaine bancarisées dans ASPE (OFB) - Données acquises selon le protocole de pêche partielle par points - ASPE - OFB	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
724ec4af-c9a3-490b-b718-a1b202437c0f	percentNN_0.8805_countNN_2924_distanceNN_0.09	NA	Données piscicoles et astacicoles des cours d'eau de France métropolitaine bancarisées dans ASPE (OFB) - Données acquises selon le protocole de pêche complète à un ou plusieurs passages - ASPE - OFB	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
724ec4af-c9a3-490b-b718-a1b202437c0f	percentNN_0.8762_countNN_2910_distanceNN_0.09	NA	Données piscicoles et astacicoles des cours d'eau de France métropolitaine bancarisées dans ASPE (OFB) - Données acquises selon le protocole de pêche complète à un ou plusieurs passages - ASPE - OFB	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
fa11e3b9-99ca-4059-9acc-390bb74be648	percentNN_0.3721_countNN_32_distanceNN_0.09	NA	Enquête nationale Écrevisses - Données d'observation d'écrevisses exotiques envahissantes sur la période 2014 à 2018	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
fa11e3b9-99ca-4059-9acc-390bb74be648	percentNN_0.3721_countNN_32_distanceNN_0.09	NA	Enquête nationale Écrevisses - Données d'observation d'écrevisses exotiques envahissantes sur la période 2014 à 2018	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
1c124078-9b39-4042-84af-b2f948dad993	percentNN_0.5597_countNN_356_distanceNN_0.09	NA	Données piscicoles et astacicoles des cours d'eau de France métropolitaine bancarisées dans ASPE (OFB) - Données acquises selon le protocole de pêche par ambiance - ASPE - OFB	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
1c124078-9b39-4042-84af-b2f948dad993	percentNN_0.5582_countNN_355_distanceNN_0.09	NA	Données piscicoles et astacicoles des cours d'eau de France métropolitaine bancarisées dans ASPE (OFB) - Données acquises selon le protocole de pêche par ambiance - ASPE - OFB	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
0d8cc344-d880-42ec-a200-40b4ad71affd	percentNN_0.9923_countNN_388_distanceNN_0.09	NA	Centralisation des observations floristiques dans le cadre du SINP - Observations floristiques - plateforme SINP régionale SILENE   PACA	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
0d8cc344-d880-42ec-a200-40b4ad71affd	percentNN_0.9898_countNN_387_distanceNN_0.09	NA	Centralisation des observations floristiques dans le cadre du SINP - Observations floristiques - plateforme SINP régionale SILENE   PACA	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
329d2323-9fe5-47b2-ac4b-6d1c984cd4ac	percentNN_0.5487_countNN_366_distanceNN_0.09	NA	Surveillance EE ONCFS - Programme BDbiodiv ONCFS Espèces Exotiques	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
329d2323-9fe5-47b2-ac4b-6d1c984cd4ac	percentNN_0.5472_countNN_365_distanceNN_0.09	NA	Surveillance EE ONCFS - Programme BDbiodiv ONCFS Espèces Exotiques	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
a2f64499-520f-49bd-bc5e-225657a505a0	percentNN_0.3609_countNN_96_distanceNN_0.09	NA	Surveillance EE ONCFS - SEE-ONCFS_Erismature	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
a2f64499-520f-49bd-bc5e-225657a505a0	percentNN_0.3609_countNN_96_distanceNN_0.09	NA	Surveillance EE ONCFS - SEE-ONCFS_Erismature	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
f182531a-67f8-4d54-8b05-69294a7bccb1	percentNN_0.8926_countNN_108_distanceNN_0.09	NA	Atlas des amphibiens reptiles du Nord et du Pas-de-Calais - Données opportunistes amphibiens-reptiles du Nord et du Pas-de-Calais	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
f182531a-67f8-4d54-8b05-69294a7bccb1	percentNN_0.8926_countNN_108_distanceNN_0.09	NA	Atlas des amphibiens reptiles du Nord et du Pas-de-Calais - Données opportunistes amphibiens-reptiles du Nord et du Pas-de-Calais	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
05d2d309-cebb-46eb-8863-0df342c006cd	percentNN_0.9132_countNN_284_distanceNN_0.09	NA	Mammifères de Guyane. Synthèse réalisée pour la Liste rouge. - Ongulés de Guyane. Synthèse réalisée pour la Liste rouge	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
05d2d309-cebb-46eb-8863-0df342c006cd	percentNN_0.9132_countNN_284_distanceNN_0.09	NA	Mammifères de Guyane. Synthèse réalisée pour la Liste rouge. - Ongulés de Guyane. Synthèse réalisée pour la Liste rouge	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
c4e76595-b467-4f88-8067-b8de661b99c5	percentNN_0.4715_countNN_356_distanceNN_0.09	NA	Données STOC-EPS	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
c4e76595-b467-4f88-8067-b8de661b99c5	percentNN_0.4715_countNN_356_distanceNN_0.09	NA	Données STOC-EPS	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
6e3b0205-06fb-4005-a90c-91b7c70238d1	percentNN_0.8336_countNN_1759_distanceNN_0.09	NA	Bibliographie de la faune, la flore et la fonge de France métropolitaine et outre-mer - Tableaux de prélèvements communaux. Réseau Ongulés sauvages ONCFS-FNC-FDC	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
6e3b0205-06fb-4005-a90c-91b7c70238d1	percentNN_0.8322_countNN_1756_distanceNN_0.09	NA	Bibliographie de la faune, la flore et la fonge de France métropolitaine et outre-mer - Tableaux de prélèvements communaux. Réseau Ongulés sauvages ONCFS-FNC-FDC	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
656fa586-ec8a-4d27-aaa2-a54629c82296	percentNN_1_countNN_34_distanceNN_0.09	NA	Données du Parc national de la Réunion - Hétérocères de La Réunion	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
656fa586-ec8a-4d27-aaa2-a54629c82296	percentNN_1_countNN_34_distanceNN_0.09	NA	Données du Parc national de la Réunion - Hétérocères de La Réunion	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
7b573d12-767c-4d2c-a434-651c4e7764e8	percentNN_0.9714_countNN_374_distanceNN_0.09	NA	Base de données faune - DREAL Centre-Val de Loire.  Polygones	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
7b573d12-767c-4d2c-a434-651c4e7764e8	percentNN_0.9688_countNN_373_distanceNN_0.09	NA	Base de données faune - DREAL Centre-Val de Loire.  Polygones	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
a5f073d3-2a88-4fe0-bdcb-e332397b4b6a	percentNN_0.7537_countNN_1787_distanceNN_0.09	NA	Insectes Coléoptères Scarabéidés Laparosticti de France métropolitaine (enquête 1)	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
a5f073d3-2a88-4fe0-bdcb-e332397b4b6a	percentNN_0.7495_countNN_1777_distanceNN_0.09	NA	Insectes Coléoptères Scarabéidés Laparosticti de France métropolitaine (enquête 1)	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
411e7b68-fc89-4407-8611-70c092efcaec	percentNN_0.3465_countNN_70_distanceNN_0.03	NA	2019_nsmk_ms_20200324	eb07eeb0-3db9-11d9-8439-b8a03c50a862	Gridded
478e52db-0450-47f0-a763-ad3bcdaba6d9	percentNN_0.8866_countNN_211_distanceNN_1	NA	Non Fish Species Occurrence in ASEAN Region	a30d7f59-d3d4-4e89-97dc-de9cf837f591	Gridded
478e52db-0450-47f0-a763-ad3bcdaba6d9	percentNN_0.8319_countNN_198_distanceNN_1	NA	Non Fish Species Occurrence in ASEAN Region	a30d7f59-d3d4-4e89-97dc-de9cf837f591	Gridded
921ae6e9-d890-4826-b6ff-aef43cdcb409	percentNN_0.6127_countNN_87_distanceNN_0.1	NA	uncultured prokaryote Targeted loci environmental	ab733144-7043-4e88-bd4f-fca7bf858880	Gridded
921ae6e9-d890-4826-b6ff-aef43cdcb409	percentNN_0.6056_countNN_86_distanceNN_0.1	NA	uncultured prokaryote Targeted loci environmental	ab733144-7043-4e88-bd4f-fca7bf858880	Gridded
fe8be2e9-d7ed-4548-b2a4-df375a1afe85	percentNN_0.4853_countNN_33_distanceNN_0.03	NA	Forestry dataset: trees of economic importance in Zimbabwe	30e59560-2a13-41cb-bfb2-4cc567c8698f	Gridded
91fa1a0d-a208-40aa-8a6e-f2c0beb9b253	percentNN_0.6802_countNN_487_distanceNN_0.22	NA	Swedish Bird Survey: Fixed routes (Standardrutterna)	b87ed4f6-c49f-44f7-99c6-75875e9c18df	Gridded
91fa1a0d-a208-40aa-8a6e-f2c0beb9b253	percentNN_0.6718_countNN_481_distanceNN_0.22	NA	Swedish Bird Survey: Fixed routes (Standardrutterna)	b87ed4f6-c49f-44f7-99c6-75875e9c18df	Gridded
eba1cb5d-eafe-4828-99c4-e9f53f14d7bc	percentNN_0.7574_countNN_412_distanceNN_0.04	NA	The First Breeding Bird Atlas of Vermont (1976-1981)	b6d09100-919d-4026-b35b-22be3dae7156	Gridded
eba1cb5d-eafe-4828-99c4-e9f53f14d7bc	percentNN_0.75_countNN_408_distanceNN_0.04	NA	The First Breeding Bird Atlas of Vermont (1976-1981)	b6d09100-919d-4026-b35b-22be3dae7156	Gridded
e26068ea-aad4-4734-9219-d7d1805e8391	percentNN_0.9115_countNN_711_distanceNN_0.04	NA	The Second Breeding Bird Atlas of Vermont (2003-2007)	b6d09100-919d-4026-b35b-22be3dae7156	Gridded
e26068ea-aad4-4734-9219-d7d1805e8391	percentNN_0.909_countNN_709_distanceNN_0.04	NA	The Second Breeding Bird Atlas of Vermont (2003-2007)	b6d09100-919d-4026-b35b-22be3dae7156	Gridded
0d7c6a1a-0aab-47dc-8256-f23fefac69cd	percentNN_0.9795_countNN_1287_distanceNN_0.04	NA	Wild bees of Belgium	37e82b90-1e21-11de-ab90-f72009d2669b	Gridded
0d7c6a1a-0aab-47dc-8256-f23fefac69cd	percentNN_0.8785_countNN_1157_distanceNN_0.04	NA	Wild bees of Belgium	37e82b90-1e21-11de-ab90-f72009d2669b	Gridded
09969fa8-116e-4506-ac06-61bb0b32c7c0	percentNN_0.9756_countNN_80_distanceNN_0.09	NA	Collecte permanente de données naturalistes sur la base de donnée participative en ligne de Deux-Sèvres Nature Environnement (DSNE)-Synthèse 10x10km de la faune sauvage de la Directive Habitats-Faune-Flore recensée par l'association Deux-Sèvres Nature Environnement (DSNE)	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
09969fa8-116e-4506-ac06-61bb0b32c7c0	percentNN_0.9756_countNN_80_distanceNN_0.09	NA	Collecte permanente de données naturalistes sur la base de donnée participative en ligne de Deux-Sèvres Nature Environnement (DSNE)-Synthèse 10x10km de la faune sauvage de la Directive Habitats-Faune-Flore recensée par l'association Deux-Sèvres Nature Environnement (DSNE)	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
44fcb36c-4999-4d81-906d-12435b59229e	percentNN_0.3968_countNN_50_distanceNN_0.09	NA	Réseau Loup - Lynx ONCFS - Lynx 2008 présence Occasionnelle Mailles 10km Réseau Loup-Lynx ONCFS	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
44fcb36c-4999-4d81-906d-12435b59229e	percentNN_0.3968_countNN_50_distanceNN_0.09	NA	Réseau Loup - Lynx ONCFS - Lynx 2008 présence Occasionnelle Mailles 10km Réseau Loup-Lynx ONCFS	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
2a1eb0a6-04c7-438c-b50c-8edcc81eb68f	percentNN_0.8338_countNN_853_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Merle noir 1997 - 2001 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
2a1eb0a6-04c7-438c-b50c-8edcc81eb68f	percentNN_0.8387_countNN_858_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Merle noir 1997 - 2001 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
ab05f907-69ba-4506-a530-54979863662b	percentNN_0.5188_countNN_69_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Grive littorne 1996 - 2000 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
ab05f907-69ba-4506-a530-54979863662b	percentNN_0.5113_countNN_68_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Grive littorne 1996 - 2000 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
3105f9e9-4bdb-4726-83c0-9ad685306329	percentNN_0.8368_countNN_774_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Corneille noire 2010 - 2014 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
3105f9e9-4bdb-4726-83c0-9ad685306329	percentNN_0.84_countNN_777_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Corneille noire 2010 - 2014 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
b95dcbbf-a817-4c26-a21b-89208a56fd03	percentNN_0.8411_countNN_815_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Pigeon ramier 2002 - 2006 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
b95dcbbf-a817-4c26-a21b-89208a56fd03	percentNN_0.8473_countNN_821_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Pigeon ramier 2002 - 2006 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
44f91be3-bac6-4280-bb01-6888b0f94181	percentNN_0.9737_countNN_37_distanceNN_0.09	NA	Préfiguration d'un Observatoire de la biodiversité végétale du Parc Naturel Régional des Landes de Gascogne 2007-2008 - Inventaire de la flore par le CBN Sud-Atlantique sur le PNRLG 2007-2008	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
44f91be3-bac6-4280-bb01-6888b0f94181	percentNN_0.9737_countNN_37_distanceNN_0.09	NA	Préfiguration d'un Observatoire de la biodiversité végétale du Parc Naturel Régional des Landes de Gascogne 2007-2008 - Inventaire de la flore par le CBN Sud-Atlantique sur le PNRLG 2007-2008	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
4f0a9cb0-0079-4b22-b1fe-359b7e71a36a	percentNN_0.4661_countNN_103_distanceNN_0.09	NA	CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de SWIFT Olivier	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
4f0a9cb0-0079-4b22-b1fe-359b7e71a36a	percentNN_0.4661_countNN_103_distanceNN_0.09	NA	CardObs : Observations naturalistes issues de l'outil CardObs-Données naturalistes de SWIFT Olivier	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
aea0759f-ce10-4ac5-bd6f-f3411b0a1806	percentNN_0.8193_countNN_621_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Grive draine 1996 - 2000 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
aea0759f-ce10-4ac5-bd6f-f3411b0a1806	percentNN_0.8219_countNN_623_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Grive draine 1996 - 2000 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
9435de2c-5e84-4d1f-acfc-3a302453509c	percentNN_0.8207_countNN_760_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Tourterelle turque 2008 - 2012 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
9435de2c-5e84-4d1f-acfc-3a302453509c	percentNN_0.8261_countNN_765_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Tourterelle turque 2008 - 2012 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
1d2d0c5c-20d2-408c-8627-eedf3cda520e	percentNN_0.7559_countNN_542_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Faisan commun 2008 - 2012 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
1d2d0c5c-20d2-408c-8627-eedf3cda520e	percentNN_0.7573_countNN_543_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Faisan commun 2008 - 2012 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
9115957a-204b-4196-9944-d8c2994f7ec1	percentNN_0.7253_countNN_301_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Caille des blés 2010 - 2014 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
9115957a-204b-4196-9944-d8c2994f7ec1	percentNN_0.7253_countNN_301_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Caille des blés 2010 - 2014 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
88b6877b-bf98-4c23-8094-dca66a0130d4	percentNN_0.7812_countNN_614_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Pie bavarde 2009 - 2013 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
88b6877b-bf98-4c23-8094-dca66a0130d4	percentNN_0.7837_countNN_616_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Pie bavarde 2009 - 2013 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
a740652c-0dc3-475a-9034-3f4358831e59	percentNN_0.7957_countNN_662_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Tourterelle turque 1999 - 2003 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
a740652c-0dc3-475a-9034-3f4358831e59	percentNN_0.7969_countNN_663_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Tourterelle turque 1999 - 2003 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
3140bc4a-5979-4b29-83ec-8a8e5529fe50	percentNN_0.4434_countNN_47_distanceNN_0.09	NA	Réseau Loup - Lynx ONCFS - Lynx 2016 présence Occasionnelle Mailles_10km_LAEA Réseau Loup-Lynx ONCFS	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
3140bc4a-5979-4b29-83ec-8a8e5529fe50	percentNN_0.4245_countNN_45_distanceNN_0.09	NA	Réseau Loup - Lynx ONCFS - Lynx 2016 présence Occasionnelle Mailles_10km_LAEA Réseau Loup-Lynx ONCFS	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
99a01b10-0d4e-491b-96f1-fe34911c714b	percentNN_0.8065_countNN_625_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Alouette des champs 1996 - 2000 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
99a01b10-0d4e-491b-96f1-fe34911c714b	percentNN_0.8065_countNN_625_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Alouette des champs 1996 - 2000 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
29782f30-7271-4383-8a08-e88ed9c87087	percentNN_0.5946_countNN_154_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Alouette lulu 2009 - 2013 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
29782f30-7271-4383-8a08-e88ed9c87087	percentNN_0.5869_countNN_152_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Alouette lulu 2009 - 2013 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
1720793b-0607-4f65-84e6-4781bd7870e3	percentNN_0.5537_countNN_67_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Grive littorne 2011 - 2015 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
1720793b-0607-4f65-84e6-4781bd7870e3	percentNN_0.5455_countNN_66_distanceNN_0.18	NA	Suivi des oiseaux de passage : programme ACT - Programme ACT : Répartition Grive littorne 2011 - 2015 Coordonnées GPS Lambert 93	1928bdf0-f5d2-11dc-8c12-b8a03c50a862	Gridded
